feature,pcc,abs_pcc,rank,selected,scenario,case,source_battery,target_battery
voltage_at_50pct_time,0.9827358551128036,0.9827358551128036,6,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
global_cycle_index,-0.9811012061343954,0.9811012061343954,7,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_at_25pct_time,0.9789404627556574,0.9789404627556574,8,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
cycle_index,-0.9781651684790871,0.9781651684790871,9,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_at_75pct_time,0.9746648327932593,0.9746648327932593,10,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_3p8v_s,0.9680094203165782,0.9680094203165782,11,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_mean,0.9645411286710693,0.9645411286710693,12,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
early_voltage_mean,0.9523885405939114,0.9523885405939114,13,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
avg_power_w,0.9503333522917713,0.9503333522917713,14,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_3p9v_s,0.9289962225153129,0.9289962225153129,15,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
current_mean,-0.9284824928341364,0.9284824928341364,16,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
current_abs_mean,0.9284068215199719,0.9284068215199719,17,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
current_std,-0.9125906940420524,0.9125906940420524,18,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_end,-0.8949553051669484,0.8949553051669484,19,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_slope,-0.7621825514265674,0.7621825514265674,20,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_at_25pct_time,0.7186344264243875,0.7186344264243875,21,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_start,0.7180882327686765,0.7180882327686765,22,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_max,0.7156155064120238,0.7156155064120238,23,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
early_temp_mean,0.692513417276924,0.692513417276924,24,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_end,0.688553004398087,0.688553004398087,25,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_min,0.6390051334874274,0.6390051334874274,26,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_start,0.6377804486577608,0.6377804486577608,27,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_rise,0.6165551716831013,0.6165551716831013,28,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_4p1v_s,0.5303984724391729,0.5303984724391729,29,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_min,-0.49411489387569607,0.49411489387569607,30,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_4p0v_s,0.4923881269483115,0.4923881269483115,31,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_at_50pct_time,0.43896370407002067,0.43896370407002067,32,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_mean,0.3658410153243286,0.3658410153243286,33,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_range,-0.186312796900912,0.186312796900912,34,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_max,0.1753655180762344,0.1753655180762344,35,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
temp_at_75pct_time,-0.14904029022318308,0.14904029022318308,36,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
voltage_std,0.0023392568884092664,0.0023392568884092664,37,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
ambient_temperature,0.0,0.0,38,False,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
